P1	P2	A
-2.207036480953085356e+00	-1.257415336737330414e+00	4.000000000000000000e+00
-2.291288038346285028e+00	9.863517114099324204e-03	2.000000000000000000e+00
-9.927868530425579818e-01	-3.160995722225072302e-01	3.000000000000000000e+00
-1.607385760196583746e+00	8.819447085236588046e-01	2.000000000000000000e+00
-2.390599958259594704e+00	2.264842901119814289e-01	2.000000000000000000e+00
-7.402716431717929479e-01	-7.569556948677280683e-01	2.000000000000000000e+00
3.168134525251869449e-01	-1.193884554283295429e+00	3.000000000000000000e+00
-3.355850312771792021e-01	-6.391251806299105276e-01	2.000000000000000000e+00
-5.504873816497712902e-01	3.483992554755964921e+00	2.000000000000000000e+00
-1.425097229450388303e+00	-1.648316035857678052e+00	3.000000000000000000e+00
1.506801154099474127e+00	7.425104714825934149e-01	2.000000000000000000e+00
1.088085821820876375e-01	1.415024753798831192e+00	2.000000000000000000e+00
-6.059162076871296154e-01	-1.644475987849716825e+00	4.000000000000000000e+00
9.901693414128185378e-01	-6.906566118370746077e-01	4.000000000000000000e+00
-1.685041184904601197e+00	2.597303320279594541e+00	2.000000000000000000e+00
-2.595193830662788859e+00	-2.245271227965010663e+00	2.000000000000000000e+00
-1.310826940263740248e+00	1.120118811797004149e-01	2.000000000000000000e+00
-1.348785865711275012e+00	1.515089163478864132e+00	2.000000000000000000e+00
-1.102069542878796771e+00	1.987638638130816204e+00	2.000000000000000000e+00
-2.196121759865817147e+00	7.727165379861897776e-01	4.000000000000000000e+00
-1.672659548231290039e+00	1.683152305551282035e+00	2.000000000000000000e+00
-5.638820173407985831e-02	-9.284833357152527666e-02	3.000000000000000000e+00
1.900278900478507074e-02	-1.488239472621225801e+00	4.000000000000000000e+00
1.849585354549583727e+00	-6.895434915896012651e-01	3.000000000000000000e+00
3.644625265693817173e-01	-1.156970255584676421e-01	4.000000000000000000e+00
-5.217622193472428727e-01	2.555742382064538631e+00	4.000000000000000000e+00
-7.882586430423955681e-01	2.311347779411161985e-01	2.000000000000000000e+00
-2.618039654525481374e+00	-4.428313386639063931e-01	2.000000000000000000e+00
-1.781161261393365391e+00	4.331774308561418124e-02	2.000000000000000000e+00
2.525354624297958761e+00	-1.712249314605469863e-01	3.000000000000000000e+00
-2.972687068584985326e+00	-1.883631913036825534e+00	3.000000000000000000e+00
1.411965165358952445e+00	-7.018156346863480000e-01	4.000000000000000000e+00
1.626456341973260278e+00	-6.496034295461077246e-01	2.000000000000000000e+00
-1.212714083154935230e+00	-3.963121803651430408e-01	2.000000000000000000e+00
5.317399941627851678e-01	3.912610973934326219e-01	4.000000000000000000e+00
-6.404616532133126094e-01	4.134478102850366876e-01	2.000000000000000000e+00
4.816775886063439649e-01	-3.708760363118541736e-01	4.000000000000000000e+00
-1.242019355866154501e-01	-1.426657187230896850e+00	4.000000000000000000e+00
4.350573147575547694e-01	-8.646388957426649480e-01	2.000000000000000000e+00
-5.407745901597732496e-01	-1.393811272032688287e+00	4.000000000000000000e+00
-1.116110942679667151e+00	-1.249574413755571295e-01	2.000000000000000000e+00
-1.884586037099554634e+00	1.294949738185371180e+00	2.000000000000000000e+00
-9.565218984011256698e-01	-9.428097717739897243e-01	2.000000000000000000e+00
-3.400572889116050823e-01	-1.084678919970060607e+00	2.000000000000000000e+00
2.959248013017521384e-01	-1.295009850551936070e+00	2.000000000000000000e+00
8.378565584858848059e-01	-1.239851708414140274e+00	2.000000000000000000e+00
4.576423569808512476e-02	-9.784723646457552659e-01	2.000000000000000000e+00
-3.872721634149200454e-01	-2.054872360618744676e-01	4.000000000000000000e+00
-1.023941788493356153e+00	5.022637427680589628e-01	2.000000000000000000e+00
-1.902189041104608735e+00	2.641079588256181054e-01	3.000000000000000000e+00
-4.196712750836053551e-01	-2.417432655765887062e-01	2.000000000000000000e+00
-6.724110583357564286e-01	-9.444862047728457277e-01	2.000000000000000000e+00
-2.695361274031173426e+00	6.623558874712136557e-01	2.000000000000000000e+00
-2.616320722037148716e+00	-8.607173638242228420e-02	2.000000000000000000e+00
-1.261042530028031461e+00	-1.805489695413533990e+00	2.000000000000000000e+00
1.702626649461163710e+00	3.925292029783216119e+00	2.000000000000000000e+00
-7.380236975373244412e-01	2.909843222726053447e-01	2.000000000000000000e+00
-3.210816926042029174e+00	-8.883527911881473615e-01	2.000000000000000000e+00
-9.222757800837401154e-01	1.238747266637887812e+00	3.000000000000000000e+00
-1.654718024323072578e+00	-7.755262667786926301e-01	4.000000000000000000e+00
-2.002393937708313754e+00	1.774427030914722536e+00	2.000000000000000000e+00
-1.328228810037427543e+00	-1.178010287737629058e+00	4.000000000000000000e+00
9.209789906099007384e-01	-1.697671004849509835e+00	3.000000000000000000e+00
-7.737564170942941022e-01	5.128911985757482750e-01	2.000000000000000000e+00
1.586967497936571547e+00	6.219447371986962514e-01	2.000000000000000000e+00
-1.553142375696453970e+00	-2.812543136039503899e+00	2.000000000000000000e+00
-9.239207981640810141e-01	-2.135397195336596887e+00	2.000000000000000000e+00
2.493325160235205562e+00	1.258576450821045301e+00	2.000000000000000000e+00
-7.427169699387646817e-01	-1.488892179532055993e+00	4.000000000000000000e+00
2.089354425041200614e+00	4.318643553458081930e-01	2.000000000000000000e+00
-3.100376965711778565e-01	-5.626218155861602011e-01	2.000000000000000000e+00
-2.602629446632888754e+00	-4.024418610311825684e-01	3.000000000000000000e+00
-6.321501127464753365e-03	-7.406454967851091586e-01	2.000000000000000000e+00
-1.731837351708399142e+00	9.717318034053823439e-01	2.000000000000000000e+00
-2.324234673334744983e+00	-1.637206980924835187e-01	3.000000000000000000e+00
-1.660811295227216711e+00	4.508579910283573855e-01	3.000000000000000000e+00
-1.103647473891869568e+00	3.016812508648701319e-01	3.000000000000000000e+00
-3.590919412072910988e-01	-6.796871988648792717e-01	2.000000000000000000e+00
-2.545681067790706020e+00	-1.627775154978838845e+00	4.000000000000000000e+00
1.590003392432355056e-01	-4.211504824009757453e-01	4.000000000000000000e+00
-4.329047249979698919e-01	-1.948734370123805515e-01	3.000000000000000000e+00
1.658638238478308546e-01	-2.468645808964828881e-01	2.000000000000000000e+00
2.514824831875376310e-01	-4.363271907297972541e-01	2.000000000000000000e+00
1.076538064341151291e+00	1.758971918403572643e-01	2.000000000000000000e+00
-1.472073319204182662e-01	-1.623427919829263377e+00	4.000000000000000000e+00
-1.968151411225802949e+00	-1.617581174352314966e-01	3.000000000000000000e+00
-9.355560454243816437e-01	-1.436072615389399676e+00	2.000000000000000000e+00
5.206333462787918753e-01	2.185343162806038464e+00	2.000000000000000000e+00
1.120745690514723281e+00	-9.186800251757718527e-01	2.000000000000000000e+00
-3.077147910483981064e-01	-7.468019943496949642e-01	3.000000000000000000e+00
-3.160220365245725027e-01	-1.991803935673350567e+00	2.000000000000000000e+00
4.031076568326911747e-01	-1.962138139906125067e+00	2.000000000000000000e+00
2.619718271564429046e-01	-2.084577377202450954e+00	2.000000000000000000e+00
1.178305269608566297e+00	1.661566625244757844e+00	2.000000000000000000e+00
-2.296119714746188478e+00	-3.702459915841634364e-01	2.000000000000000000e+00
5.675364017196787847e-01	-2.126606027943517052e+00	2.000000000000000000e+00
-1.260275466214674012e+00	-2.064231802068518640e+00	3.000000000000000000e+00
1.219654541804043424e+00	-1.162995641682725623e+00	2.000000000000000000e+00
3.468670881884154955e-01	-2.000099322711477612e+00	2.000000000000000000e+00
5.727342322969536381e-01	7.071269441292408198e-01	2.000000000000000000e+00
-1.022191194739444642e+00	-1.629970810491306210e+00	3.000000000000000000e+00
-1.228137150211961126e+00	2.024772992940107041e+00	2.000000000000000000e+00
-1.608476936410685010e+00	4.960506382096125932e-01	3.000000000000000000e+00
-1.106906020891405440e+00	1.429615019972782619e+00	2.000000000000000000e+00
-1.075016435322190489e+00	3.182272024629958285e+00	2.000000000000000000e+00
3.846899058563296059e+00	3.594127802340529865e-01	2.000000000000000000e+00
3.522355747265759174e+00	2.485030807861220215e+00	2.000000000000000000e+00
2.326451744095956897e+00	1.331133695988326204e+00	2.000000000000000000e+00
-2.994355276126388077e-01	-2.070277770778623072e+00	4.000000000000000000e+00
-9.480869014997056476e-01	2.814555806816962047e+00	3.000000000000000000e+00
2.666647977184850582e+00	4.716031968532244933e-01	2.000000000000000000e+00
6.205791902089397016e-01	-3.708465922989018781e-01	2.000000000000000000e+00
1.614852522196841944e+00	-4.467387367978579715e-01	2.000000000000000000e+00
1.010406352561486365e+00	6.067001139088111783e-01	2.000000000000000000e+00
-2.027881187111506885e-04	-1.289643698816536510e+00	4.000000000000000000e+00
1.864617246942150697e+00	-3.112251100579538354e-01	2.000000000000000000e+00
-1.533516605663756360e+00	-1.536497596327107973e-01	2.000000000000000000e+00
1.853861640890402063e+00	-1.557540666481036729e+00	4.000000000000000000e+00
1.991446561275583615e+00	-9.311195977655076783e-01	2.000000000000000000e+00
2.584788164511244268e+00	9.587239288048584607e-01	2.000000000000000000e+00
2.687245739447190918e+00	-9.889048564453898349e-01	2.000000000000000000e+00
9.911629096193671495e-01	-7.007923325834901629e-01	2.000000000000000000e+00
3.710518493165143594e-01	-2.215525322856314872e-01	2.000000000000000000e+00
-4.102186299343104636e-01	4.239850704049822477e-02	4.000000000000000000e+00
-1.135227658454010857e+00	1.404304347803436048e+00	3.000000000000000000e+00
-9.998926909422923837e-01	-5.550254629243399629e-01	2.000000000000000000e+00
-1.209512714412659395e+00	-2.230545690418556937e-01	2.000000000000000000e+00
-1.336033040750506384e-01	9.786720602229567190e-01	2.000000000000000000e+00
9.210570738421364201e-01	-5.957238759024416352e-02	2.000000000000000000e+00
-5.944869083484318750e-01	4.879506385402088142e-02	2.000000000000000000e+00
6.303006467791714973e-02	5.112846806569845137e-01	4.000000000000000000e+00
-6.465114003254742725e-01	1.294785913053101867e+00	2.000000000000000000e+00
2.004657448837877387e-01	-5.629881796803446470e-01	2.000000000000000000e+00
-1.537783971871173883e+00	-7.897634252865706195e-01	2.000000000000000000e+00
8.555282683847984515e-01	-8.171049755749211219e-01	2.000000000000000000e+00
1.975750014702436053e+00	-9.555964659667394168e-01	2.000000000000000000e+00
2.415277698373400117e+00	-1.479279189070222822e+00	2.000000000000000000e+00
4.687142609031671903e+00	8.061686652791326679e-01	2.000000000000000000e+00
1.769876449545831232e+00	-1.935480670525724145e+00	2.000000000000000000e+00
1.959887166642768630e+00	-2.411427731578162703e+00	2.000000000000000000e+00
7.566683979534307714e-01	-3.705343521138021678e+00	2.000000000000000000e+00
1.846406236354984021e+00	-1.533931268580764895e+00	2.000000000000000000e+00
5.497795794509141132e+00	-9.536177727041760255e-01	2.000000000000000000e+00
1.674982554735913176e+00	2.182645790859937485e+00	2.000000000000000000e+00
-1.327408069205877839e+00	-1.243669540466308732e+00	2.000000000000000000e+00
9.720346300133086981e-01	-1.874553926875308640e+00	4.000000000000000000e+00
2.326618822748666382e+00	-4.650327765112879930e-01	3.000000000000000000e+00
2.079184856238642354e+00	-7.693717759437064263e-01	3.000000000000000000e+00
2.800526491614270252e+00	-1.334057869255143025e+00	4.000000000000000000e+00
3.029600679023410237e+00	7.508651562586720063e-01	2.000000000000000000e+00
3.562622986812567838e+00	9.064594410016388326e-02	4.000000000000000000e+00
8.935458672884943887e-01	-9.139995642818124488e-02	2.000000000000000000e+00
1.794918514945327281e+00	2.717383189159023882e-01	4.000000000000000000e+00
-1.932269980334110127e+00	1.495096889595534995e+00	2.000000000000000000e+00
-1.836217811387452770e+00	-7.211867659617209325e-01	3.000000000000000000e+00
1.625805736201223928e+00	-1.466979179959117641e+00	3.000000000000000000e+00
9.164009312831394860e-01	-1.046922226078658369e+00	2.000000000000000000e+00
3.173900579003714029e+00	-4.956189546554284897e-02	2.000000000000000000e+00
8.400708092592760190e-01	5.664705223546908641e-01	4.000000000000000000e+00
-1.703604010085092879e+00	-9.475133608880714764e-02	4.000000000000000000e+00
1.135831066288703894e+00	-5.231479193208694589e-01	2.000000000000000000e+00
2.073786227477591115e+00	-4.747240946653038529e-01	2.000000000000000000e+00
-1.291120429440374417e+00	7.498794451556407559e-01	2.000000000000000000e+00
-1.009107664671675897e+00	1.580471675149408339e+00	2.000000000000000000e+00
2.455907074984170269e+00	2.165878052331084991e+00	3.000000000000000000e+00
7.472849319489011100e-01	-4.209745054002542730e-01	2.000000000000000000e+00
