P1	P2	A	D
2.754525434838885345e-01	1.226600977472412923e+00	2.000000000000000000e+00	1.000000000000000000e+00
-8.391626622943396674e-01	1.612977590707276310e+00	2.000000000000000000e+00	1.000000000000000000e+00
-6.281814168051439440e-01	9.070285295557453109e-01	2.000000000000000000e+00	2.000000000000000000e+00
5.077407385781039784e-01	-1.495384818870788779e+00	4.000000000000000000e+00	2.000000000000000000e+00
-1.785790145704081677e+00	1.206329628832506051e+00	2.000000000000000000e+00	2.000000000000000000e+00
5.553434162872664670e-01	8.066340503584435995e-01	2.000000000000000000e+00	2.000000000000000000e+00
5.876529006679993561e-01	8.355985232745247737e-01	2.000000000000000000e+00	3.000000000000000000e+00
-2.124071185761684522e+00	3.227151913860203947e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.821533116974866084e+00	1.582992408881992663e+00	2.000000000000000000e+00	1.000000000000000000e+00
-3.503201949058440512e+00	5.363549100867703423e+00	2.000000000000000000e+00	2.000000000000000000e+00
-7.641303302876600867e-01	-2.338599039357715181e+00	4.000000000000000000e+00	4.000000000000000000e+00
-8.658918058572272203e-02	-1.605965974009956887e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.850577289908259759e+00	8.233711243824863857e-01	2.000000000000000000e+00	3.000000000000000000e+00
-2.162542249535078120e+00	4.342786853556033222e-01	2.000000000000000000e+00	4.000000000000000000e+00
7.859267631289039713e-01	-3.716175792199808980e-01	2.000000000000000000e+00	5.000000000000000000e+00
5.700596504115531538e-01	-2.806562577184068097e+00	4.000000000000000000e+00	5.000000000000000000e+00
-5.587169502904949514e-01	-2.064437061887627600e-01	2.000000000000000000e+00	5.000000000000000000e+00
6.740446725624696933e-01	-2.817598173630992076e+00	4.000000000000000000e+00	5.000000000000000000e+00
-2.248093124024921341e+00	5.401391955514519422e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.902262363178431004e+00	-2.000488001321828746e-01	2.000000000000000000e+00	5.000000000000000000e+00
1.235751816593500113e-01	-1.965748427074735849e+00	4.000000000000000000e+00	3.000000000000000000e+00
4.094225670817817075e-01	1.097480804756974404e+00	2.000000000000000000e+00	2.000000000000000000e+00
8.748958225775621544e-01	-2.010026030858335755e+00	4.000000000000000000e+00	3.000000000000000000e+00
2.632221456557061745e-01	7.703625665993433236e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.093513867932987660e+00	1.304285429831071041e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.511194131623061043e+00	-1.936133947255884058e+00	4.000000000000000000e+00	3.000000000000000000e+00
6.168581532835339942e-01	3.505949438478251357e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.071447939152950335e+00	1.580410893320492380e-02	2.000000000000000000e+00	4.000000000000000000e+00
4.109718008410787049e-01	-1.086592248151879492e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.769806504724263374e-01	1.254461045227484250e+00	2.000000000000000000e+00	2.000000000000000000e+00
2.324995789322192516e-02	8.766286503992806178e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.264043404337048537e-01	8.797366396288148760e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.365143746894373455e-01	3.825519698329907792e-01	2.000000000000000000e+00	3.000000000000000000e+00
3.460107766690049269e-01	-2.025407049835603601e+00	4.000000000000000000e+00	3.000000000000000000e+00
-1.154490004287402671e+00	-2.344690406732033328e+00	4.000000000000000000e+00	5.000000000000000000e+00
-6.171634428711848530e-01	-1.529918047514184698e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.832544924688995991e+00	-1.985302587863359003e+00	4.000000000000000000e+00	4.000000000000000000e+00
-4.853944732122233985e-01	2.566045379826715211e-01	2.000000000000000000e+00	4.000000000000000000e+00
5.024475103894139316e-01	-3.674980132950896872e-01	2.000000000000000000e+00	5.000000000000000000e+00
2.089753202920848985e+00	1.197122793183404699e-01	2.000000000000000000e+00	5.000000000000000000e+00
-4.155526870122835392e-01	-1.868746313387375402e+00	3.000000000000000000e+00	7.000000000000000000e+00
-2.363052250671972276e-02	-1.033673259872181838e+00	2.000000000000000000e+00	7.000000000000000000e+00
2.128903986583166486e+00	-1.229304669881730261e+00	4.000000000000000000e+00	1.000000000000000000e+00
-2.710903914767746545e-02	-7.906113702127329779e-01	2.000000000000000000e+00	7.000000000000000000e+00
3.189613458501222798e+00	-5.516238956443212382e-01	2.000000000000000000e+00	7.000000000000000000e+00
2.290711846065611290e+00	1.225843000398236793e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.105613493033323458e+00	7.958472911218081869e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.385121938993983282e+00	4.152471484344585906e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.463537124474558748e+00	-1.949434483424572706e+00	4.000000000000000000e+00	3.000000000000000000e+00
2.434810466354876191e+00	4.990829632296663321e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.657325260571392400e+00	5.308608453600123234e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.760287423309878641e+00	5.861545864265397254e-01	2.000000000000000000e+00	3.000000000000000000e+00
-2.855573805948918853e-01	4.326099674102799608e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.515543748169204119e-01	6.585143072522874341e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.005083538324026637e+00	-1.659276572199891719e-01	2.000000000000000000e+00	5.000000000000000000e+00
2.357091545252028464e+00	-3.497240749391167247e-01	2.000000000000000000e+00	5.000000000000000000e+00
-5.815922145930523257e-01	1.239449771373039244e+00	2.000000000000000000e+00	2.000000000000000000e+00
-2.406284872832114841e-01	7.849408612650065065e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.349113055011023077e+00	6.483117936706921103e-02	2.000000000000000000e+00	4.000000000000000000e+00
-1.617399309242252003e-01	4.932484368345430581e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.095508650263760791e-01	-1.062021730658673224e+00	2.000000000000000000e+00	7.000000000000000000e+00
-1.610558260348805559e+00	-9.546558530310614854e-01	2.000000000000000000e+00	7.000000000000000000e+00
-1.041200670553451335e+00	-1.315359779695279174e+00	4.000000000000000000e+00	2.000000000000000000e+00
-1.236556359978395525e+00	9.737032320852750944e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.927844852736277481e+00	1.340210709389274779e+00	2.000000000000000000e+00	2.000000000000000000e+00
3.190018430311330366e+00	7.831664057148350899e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.154953266402613199e+00	1.993579508536283060e-02	2.000000000000000000e+00	4.000000000000000000e+00
2.597221817375696240e+00	-9.834756946615813566e-01	3.000000000000000000e+00	4.000000000000000000e+00
-4.611084738274683903e-01	3.644414351165347066e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.861565824311564699e-01	4.768790631427440307e-01	2.000000000000000000e+00	3.000000000000000000e+00
5.335499001205568081e-01	-1.690677290261555443e+00	4.000000000000000000e+00	3.000000000000000000e+00
2.396135330866557389e+00	-4.382570735428404363e-01	3.000000000000000000e+00	3.000000000000000000e+00
2.152165135282084751e+00	4.797871169859967838e-02	2.000000000000000000e+00	4.000000000000000000e+00
2.380857324878206782e+00	6.929714958590826521e-03	2.000000000000000000e+00	4.000000000000000000e+00
1.846230524105531234e+00	1.782452122396629793e-06	2.000000000000000000e+00	4.000000000000000000e+00
3.165020736971352999e+00	1.330491145787296159e-01	2.000000000000000000e+00	4.000000000000000000e+00
4.721909176535858066e+00	-1.743406856543744388e-01	2.000000000000000000e+00	5.000000000000000000e+00
4.558488971767913789e+00	-1.516772230929872012e-01	2.000000000000000000e+00	5.000000000000000000e+00
5.005996299288167251e+00	-3.071476148519183713e+00	4.000000000000000000e+00	6.000000000000000000e+00
4.752122045074941847e-01	1.194362181771926990e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.874462197956824117e-01	1.250592344060513561e+00	2.000000000000000000e+00	1.000000000000000000e+00
-9.553547729595840421e-01	3.985574212944197892e-01	3.000000000000000000e+00	1.000000000000000000e+00
-4.254569366432243704e+00	5.343575805155849956e+00	2.000000000000000000e+00	2.000000000000000000e+00
9.515269804382242569e-01	-3.595303749184879383e-01	2.000000000000000000e+00	5.000000000000000000e+00
1.686832630915326758e+00	-3.171444173832176916e-01	2.000000000000000000e+00	5.000000000000000000e+00
1.686832630915326758e+00	-3.171444173832176916e-01	2.000000000000000000e+00	5.000000000000000000e+00
2.615181334911938826e+00	1.214760696613992774e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.546024685746421046e+00	4.477029734180543175e-02	3.000000000000000000e+00	1.000000000000000000e+00
9.220150323797831060e-01	1.282842284030580648e+00	2.000000000000000000e+00	2.000000000000000000e+00
4.264623311466549715e+00	8.675973313343890991e-01	2.000000000000000000e+00	2.000000000000000000e+00
4.137101510496011270e-01	4.149450908103661795e-01	2.000000000000000000e+00	3.000000000000000000e+00
5.613428176053134599e-01	3.620217544973866608e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.828196220931342486e-01	1.437330898598674633e-01	2.000000000000000000e+00	5.000000000000000000e+00
7.112567337607886842e-01	-1.239454398259271173e+00	4.000000000000000000e+00	1.000000000000000000e+00
1.045653276644379570e+00	8.126320209323628641e-01	2.000000000000000000e+00	2.000000000000000000e+00
-7.054406188625272911e-01	-3.378707604783796059e-01	3.000000000000000000e+00	2.000000000000000000e+00
3.418986014292816900e-01	7.739175032011001987e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.168537176164833769e+00	-1.220835978059848781e+00	4.000000000000000000e+00	1.000000000000000000e+00
7.018754594582078399e-01	-3.598851725837444171e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.274082580704756440e+00	4.012149666025688344e-01	3.000000000000000000e+00	1.000000000000000000e+00
2.274114852682389110e+00	7.984262890969152648e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.837839437281668209e+00	-1.620869708417742361e+00	4.000000000000000000e+00	2.000000000000000000e+00
